DATE,INDPRO
2016-02-01,102.2225
2016-03-01,101.4155
2016-04-01,101.5167
2016-05-01,101.4298
2016-06-01,101.8747
2016-07-01,102.1325
2016-08-01,102.0407
2016-09-01,102.0477
2016-10-01,102.2485
2016-11-01,102.0507
2016-12-01,102.9281
2017-01-01,103.0366
2017-02-01,102.6479
2017-03-01,103.3430
2017-04-01,104.2721
2017-05-01,104.4129
2017-06-01,104.5849
2017-07-01,104.5427
2017-08-01,104.0475
2017-09-01,104.0502
2017-10-01,105.6287
2017-11-01,106.1930
2017-12-01,106.5360
2018-01-01,106.2655
2018-02-01,106.6419
2018-03-01,107.2519
2018-04-01,108.2223
2018-05-01,107.3639
2018-06-01,108.1707
2018-07-01,108.6520
2018-08-01,109.5246
2018-09-01,109.6749
2018-10-01,109.9165
2018-11-01,110.5067
2018-12-01,110.5516
2019-01-01,110.1185
2019-02-01,109.5631
2019-03-01,109.6811
2019-04-01,108.9888
2019-05-01,109.2264
2019-06-01,109.2774
2019-07-01,109.1062
2019-08-01,109.9392
2019-09-01,109.4560
2019-10-01,108.4887
2019-11-01,109.6770
